"co_procedimento";"co_registro_principal";"co_procedimento_compativel";"co_registro_compativel";"tp_compatibilidade";"qt_permitida";"dt_competencia"
"0415020034";"03";"0408030070";"03";"2";"0000";"201809"
"0415020034";"03";"0408030089";"03";"2";"0000";"201809"
"0415020034";"03";"0408030097";"03";"2";"0000";"201809"
"0415020034";"03";"0408030100";"03";"2";"0000";"201809"
"0415020034";"03";"0408030119";"03";"2";"0000";"201809"
"0415020034";"03";"0408030127";"03";"2";"0000";"201809"
"0415020034";"03";"0408030135";"03";"2";"0000";"201809"
"0415020034";"03";"0408030143";"03";"2";"0000";"201809"
"0415020034";"03";"0408030151";"03";"2";"0000";"201809"
"0415020034";"03";"0408030160";"03";"2";"0000";"201809"
"0415020034";"03";"0408030178";"03";"2";"0000";"201809"
"0415020034";"03";"0408030186";"03";"2";"0000";"201809"
"0415020034";"03";"0408030194";"03";"2";"0000";"201809"
"0415020034";"03";"0408030208";"03";"2";"0000";"201809"
"0415020034";"03";"0408030216";"03";"2";"0000";"201809"
"0415020034";"03";"0408030224";"03";"2";"0000";"201809"
"0415020034";"03";"0408030232";"03";"2";"0000";"201809"
"0415020034";"03";"0408030240";"03";"2";"0000";"201809"
"0415020034";"03";"0408030259";"03";"2";"0000";"201809"
"0415020034";"03";"0408030267";"03";"2";"0000";"201809"
"0415020034";"03";"0408030275";"03";"2";"0000";"201809"
"0415020034";"03";"0408030283";"03";"2";"0000";"201809"
"0415020034";"03";"0408030291";"03";"2";"0000";"201809"
"0415020034";"03";"0408030305";"03";"2";"0000";"201809"
"0415020034";"03";"0408030313";"03";"2";"0000";"201809"
"0415020034";"03";"0408030321";"03";"2";"0000";"201809"
"0415020034";"03";"0408030330";"03";"2";"0000";"201809"
"0415020034";"03";"0408030348";"03";"2";"0000";"201809"
"0415020034";"03";"0408030356";"03";"2";"0000";"201809"
"0415020034";"03";"0408030364";"03";"2";"0000";"201809"
"0415020034";"03";"0408030372";"03";"2";"0000";"201809"
"0415020034";"03";"0408030399";"03";"2";"0000";"201809"
"0415020034";"03";"0408030402";"03";"2";"0000";"201809"
"0415020034";"03";"0408030410";"03";"2";"0000";"201809"
"0415020034";"03";"0408030429";"03";"2";"0000";"201809"
"0415020034";"03";"0408030437";"03";"2";"0000";"201809"
"0415020034";"03";"0408030445";"03";"2";"0000";"201809"
"0415020034";"03";"0408030453";"03";"2";"0000";"201809"
"0415020034";"03";"0408030461";"03";"2";"0000";"201809"
"0415020034";"03";"0408030470";"03";"2";"0000";"201809"
"0415020034";"03";"0408030500";"03";"2";"0000";"201809"
"0415020034";"03";"0408030518";"03";"2";"0000";"201809"
"0415020034";"03";"0408030526";"03";"2";"0000";"201809"
"0415020034";"03";"0408030534";"03";"2";"0000";"201809"
"0415020034";"03";"0408030542";"03";"2";"0000";"201809"
"0415020034";"03";"0408030550";"03";"2";"0000";"201809"
"0415020034";"03";"0408030569";"03";"2";"0000";"201809"
"0415020034";"03";"0408030577";"03";"2";"0000";"201809"
"0415020034";"03";"0408030585";"03";"2";"0000";"201809"
"0415020034";"03";"0408030593";"03";"2";"0000";"201809"
"0415020034";"03";"0408030607";"03";"2";"0000";"201809"
"0415020034";"03";"0408030615";"03";"2";"0000";"201809"
"0415020034";"03";"0408030623";"03";"2";"0000";"201809"
"0415020034";"03";"0408030631";"03";"2";"0000";"201809"
"0415020034";"03";"0408030640";"03";"2";"0000";"201809"
"0415020034";"03";"0408030658";"03";"2";"0000";"201809"
"0415020034";"03";"0408030666";"03";"2";"0000";"201809"
"0415020034";"03";"0408030674";"03";"2";"0000";"201809"
"0415020034";"03";"0408030682";"03";"2";"0000";"201809"
"0415020034";"03";"0408030690";"03";"2";"0000";"201809"
"0415020034";"03";"0408030704";"03";"2";"0000";"201809"
"0415020034";"03";"0408030712";"03";"2";"0000";"201809"
"0415020034";"03";"0408030720";"03";"2";"0000";"201809"
"0415020034";"03";"0408030739";"03";"2";"0000";"201809"
"0415020034";"03";"0408030747";"03";"2";"0000";"201809"
"0415020034";"03";"0408030755";"03";"2";"0000";"201809"
"0415020034";"03";"0408030763";"03";"2";"0000";"201809"
"0415020034";"03";"0408030771";"03";"2";"0000";"201809"
"0415020034";"03";"0408030780";"03";"2";"0000";"201809"
"0415020034";"03";"0408030798";"03";"2";"0000";"201809"
"0415020034";"03";"0408030801";"03";"2";"0000";"201809"
"0415020034";"03";"0408030810";"03";"2";"0000";"201809"
"0415020034";"03";"0408030828";"03";"2";"0000";"201809"
"0415020034";"03";"0408030836";"03";"2";"0000";"201809"
"0415020034";"03";"0408030844";"03";"2";"0000";"201809"
"0415020034";"03";"0408030852";"03";"2";"0000";"201809"
"0415020034";"03";"0408030860";"03";"2";"0000";"201809"
"0415020034";"03";"0408030879";"03";"2";"0000";"201809"
"0415020034";"03";"0408030887";"03";"2";"0000";"201809"
"0415020034";"03";"0408030895";"03";"2";"0000";"201809"
"0415020034";"03";"0408030909";"03";"2";"0000";"201809"
"0415020034";"03";"0408030917";"03";"2";"0000";"201809"
"0415020034";"03";"0408040017";"03";"2";"0000";"201809"
"0415020034";"03";"0408040025";"03";"2";"0000";"201809"
"0415020034";"03";"0408040033";"03";"2";"0000";"201809"
"0415020034";"03";"0408040041";"03";"2";"0000";"201809"
"0415020034";"03";"0408040050";"03";"2";"0000";"201809"
"0415020034";"03";"0408040068";"03";"2";"0000";"201809"
"0415020034";"03";"0408040076";"03";"2";"0000";"201809"
"0415020034";"03";"0408040084";"03";"2";"0000";"201809"
"0415020034";"03";"0408040092";"03";"2";"0000";"201809"
"0415020034";"03";"0408040106";"03";"2";"0000";"201809"
"0415020034";"03";"0408040114";"03";"2";"0000";"201809"
"0415020034";"03";"0408040122";"03";"2";"0000";"201809"
"0415020034";"03";"0408040130";"03";"2";"0000";"201809"
"0415020034";"03";"0408040149";"03";"2";"0000";"201809"
"0415020034";"03";"0408040157";"03";"2";"0000";"201809"
"0415020034";"03";"0408040165";"03";"2";"0000";"201809"
"0415020034";"03";"0408040173";"03";"2";"0000";"201809"
"0415020034";"03";"0408040181";"03";"2";"0000";"201809"
"0415020034";"03";"0408040190";"03";"2";"0000";"201809"
"0415020034";"03";"0408040203";"03";"2";"0000";"201809"
"0415020034";"03";"0408040220";"03";"2";"0000";"201809"
"0415020034";"03";"0408040238";"03";"2";"0000";"201809"
"0415020034";"03";"0408040246";"03";"2";"0000";"201809"
"0415020034";"03";"0408040254";"03";"2";"0000";"201809"
"0415020034";"03";"0408040262";"03";"2";"0000";"201809"
"0415020034";"03";"0408040270";"03";"2";"0000";"201809"
"0415020034";"03";"0408040289";"03";"2";"0000";"201809"
"0415020034";"03";"0408040297";"03";"2";"0000";"201809"
"0415020034";"03";"0408040300";"03";"2";"0000";"201809"
"0415020034";"03";"0408040319";"03";"2";"0000";"201809"
"0415020034";"03";"0408040327";"03";"2";"0000";"201809"
"0415020034";"03";"0408040335";"03";"2";"0000";"201809"
"0415020034";"03";"0408040343";"03";"2";"0000";"201809"
"0415020034";"03";"0408050012";"03";"2";"0000";"201809"
"0415020034";"03";"0408050020";"03";"2";"0000";"201809"
"0415020034";"03";"0408050039";"03";"2";"0000";"201809"
"0415020034";"03";"0408050047";"03";"2";"0000";"201809"
"0415020034";"03";"0408050055";"03";"2";"0000";"201809"
"0415020034";"03";"0408050063";"03";"2";"0000";"201809"
"0415020034";"03";"0408050071";"03";"2";"0000";"201809"
"0415020034";"03";"0408050080";"03";"2";"0000";"201809"
"0415020034";"03";"0408050101";"03";"2";"0000";"201809"
"0415020034";"03";"0408050110";"03";"2";"0000";"201809"
"0415020034";"03";"0408050128";"03";"2";"0000";"201809"
"0415020034";"03";"0408050136";"03";"2";"0000";"201809"
"0415020034";"03";"0408050144";"03";"2";"0000";"201809"
"0415020034";"03";"0408050152";"03";"2";"0000";"201809"
"0415020034";"03";"0408050160";"03";"2";"0000";"201809"
"0415020034";"03";"0408050179";"03";"2";"0000";"201809"
"0415020034";"03";"0408050195";"03";"2";"0000";"201809"
"0415020034";"03";"0408050209";"03";"2";"0000";"201809"
"0415020034";"03";"0408050217";"03";"2";"0000";"201809"
"0415020034";"03";"0408050225";"03";"2";"0000";"201809"
"0415020034";"03";"0408050233";"03";"2";"0000";"201809"
"0415020034";"03";"0408050241";"03";"2";"0000";"201809"
"0415020034";"03";"0408050250";"03";"2";"0000";"201809"
"0415020034";"03";"0408050268";"03";"2";"0000";"201809"
"0415020034";"03";"0408050276";"03";"2";"0000";"201809"
"0415020034";"03";"0408050284";"03";"2";"0000";"201809"
"0415020034";"03";"0408050292";"03";"2";"0000";"201809"
"0415020034";"03";"0408050306";"03";"2";"0000";"201809"
"0415020034";"03";"0408050314";"03";"2";"0000";"201809"
"0415020034";"03";"0408050322";"03";"2";"0000";"201809"
"0415020034";"03";"0408050330";"03";"2";"0000";"201809"
"0415020034";"03";"0408050349";"03";"2";"0000";"201809"
"0415020034";"03";"0408050357";"03";"2";"0000";"201809"
"0415020034";"03";"0408050365";"03";"2";"0000";"201809"
"0415020034";"03";"0408050373";"03";"2";"0000";"201809"
"0415020034";"03";"0408050381";"03";"2";"0000";"201809"
"0415020034";"03";"0408050390";"03";"2";"0000";"201809"
"0415020034";"03";"0408050403";"03";"2";"0000";"201809"
"0415020034";"03";"0408050411";"03";"2";"0000";"201809"
"0415020034";"03";"0408050420";"03";"2";"0000";"201809"
"0415020034";"03";"0408050438";"03";"2";"0000";"201809"
"0415020034";"03";"0408050446";"03";"2";"0000";"201809"
"0415020034";"03";"0408050454";"03";"2";"0000";"201809"
"0415020034";"03";"0408050462";"03";"2";"0000";"201809"
"0415020034";"03";"0408050470";"03";"2";"0000";"201809"
"0415020034";"03";"0408050489";"03";"2";"0000";"201809"
"0415020034";"03";"0408050497";"03";"2";"0000";"201809"
"0415020034";"03";"0408050500";"03";"2";"0000";"201809"
"0415020034";"03";"0408050519";"03";"2";"0000";"201809"
"0415020034";"03";"0408050527";"03";"2";"0000";"201809"
"0415020034";"03";"0408050535";"03";"2";"0000";"201809"
"0415020034";"03";"0408050543";"03";"2";"0000";"201809"
"0415020034";"03";"0408050551";"03";"2";"0000";"201809"
"0415020034";"03";"0408050560";"03";"2";"0000";"201809"
"0415020034";"03";"0408050578";"03";"2";"0000";"201809"
"0415020034";"03";"0408050586";"03";"2";"0000";"201809"
"0415020034";"03";"0408050594";"03";"2";"0000";"201809"
"0415020034";"03";"0408050616";"03";"2";"0000";"201809"
"0415020034";"03";"0408050624";"03";"2";"0000";"201809"
"0415020034";"03";"0408050632";"03";"2";"0000";"201809"
"0415020034";"03";"0408050640";"03";"2";"0000";"201809"
"0415020034";"03";"0408050659";"03";"2";"0000";"201809"
"0415020034";"03";"0408050667";"03";"2";"0000";"201809"
"0415020034";"03";"0408050675";"03";"2";"0000";"201809"
"0415020034";"03";"0408050683";"03";"2";"0000";"201809"
"0415020034";"03";"0408050691";"03";"2";"0000";"201809"
"0415020034";"03";"0408050705";"03";"2";"0000";"201809"
"0415020034";"03";"0408050713";"03";"2";"0000";"201809"
"0415020034";"03";"0408050721";"03";"2";"0000";"201809"
"0415020034";"03";"0408050730";"03";"2";"0000";"201809"
"0415020034";"03";"0408050748";"03";"2";"0000";"201809"
"0415020034";"03";"0408050756";"03";"2";"0000";"201809"
"0415020034";"03";"0408050764";"03";"2";"0000";"201809"
"0415020034";"03";"0408050772";"03";"2";"0000";"201809"
"0415020034";"03";"0408050780";"03";"2";"0000";"201809"
"0415020034";"03";"0408050799";"03";"2";"0000";"201809"
"0415020034";"03";"0408050802";"03";"2";"0000";"201809"
"0415020034";"03";"0408050810";"03";"2";"0000";"201809"
"0415020034";"03";"0408050829";"03";"2";"0000";"201809"
"0415020034";"03";"0408050837";"03";"2";"0000";"201809"
"0415020034";"03";"0408050845";"03";"2";"0000";"201809"
"0415020034";"03";"0408050853";"03";"2";"0000";"201809"
"0415020034";"03";"0408050861";"03";"2";"0000";"201809"
"0415020034";"03";"0408050870";"03";"2";"0000";"201809"
"0415020034";"03";"0408050888";"03";"2";"0000";"201809"
"0415020034";"03";"0408050896";"03";"2";"0000";"201809"
"0415020034";"03";"0408050900";"03";"2";"0000";"201809"
"0415020034";"03";"0408050918";"03";"2";"0000";"201809"
"0415020034";"03";"0408050926";"03";"2";"0000";"201809"
"0415020034";"03";"0408060018";"03";"2";"0000";"201809"
"0415020034";"03";"0408060026";"03";"2";"0000";"201809"
"0415020034";"03";"0408060034";"03";"2";"0000";"201809"
"0415020034";"03";"0408060042";"03";"2";"0000";"201809"
"0415020034";"03";"0408060050";"03";"2";"0000";"201809"
"0415020034";"03";"0408060069";"03";"2";"0000";"201809"
"0415020034";"03";"0408060077";"03";"2";"0000";"201809"
"0415020034";"03";"0408060085";"03";"2";"0000";"201809"
"0415020034";"03";"0408060093";"03";"2";"0000";"201809"
"0415020034";"03";"0408060107";"03";"2";"0000";"201809"
"0415020034";"03";"0408060115";"03";"2";"0000";"201809"
"0415020034";"03";"0408060123";"03";"2";"0000";"201809"
"0415020034";"03";"0408060131";"03";"2";"0000";"201809"
"0415020034";"03";"0408060140";"03";"2";"0000";"201809"
"0415020034";"03";"0408060158";"03";"2";"0000";"201809"
"0415020034";"03";"0408060166";"03";"2";"0000";"201809"
"0415020034";"03";"0408060174";"03";"2";"0000";"201809"
"0415020034";"03";"0408060182";"03";"2";"0000";"201809"
"0415020034";"03";"0408060190";"03";"2";"0000";"201809"
"0415020034";"03";"0408060204";"03";"2";"0000";"201809"
"0415020034";"03";"0408060212";"03";"2";"0000";"201809"
"0415020034";"03";"0408060239";"03";"2";"0000";"201809"
"0415020034";"03";"0408060247";"03";"2";"0000";"201809"
"0415020034";"03";"0408060255";"03";"2";"0000";"201809"
"0415020034";"03";"0408060263";"03";"2";"0000";"201809"
"0415020034";"03";"0408060271";"03";"2";"0000";"201809"
"0415020034";"03";"0408060280";"03";"2";"0000";"201809"
"0415020034";"03";"0408060298";"03";"2";"0000";"201809"
"0415020034";"03";"0408060301";"03";"2";"0000";"201809"
"0415020034";"03";"0408060310";"03";"2";"0000";"201809"
"0415020034";"03";"0408060328";"03";"2";"0000";"201809"
"0415020034";"03";"0408060336";"03";"2";"0000";"201809"
"0415020034";"03";"0408060344";"03";"2";"0000";"201809"
"0415020034";"03";"0408060352";"03";"2";"0000";"201809"
"0415020034";"03";"0408060360";"03";"2";"0000";"201809"
"0415020034";"03";"0408060379";"03";"2";"0000";"201809"
"0415020034";"03";"0408060387";"03";"2";"0000";"201809"
"0415020034";"03";"0408060395";"03";"2";"0000";"201809"
"0415020034";"03";"0408060409";"03";"2";"0000";"201809"
"0415020034";"03";"0408060417";"03";"2";"0000";"201809"
"0415020034";"03";"0408060425";"03";"2";"0000";"201809"
"0415020034";"03";"0408060433";"03";"2";"0000";"201809"
"0415020034";"03";"0408060441";"03";"2";"0000";"201809"
"0415020034";"03";"0408060450";"03";"2";"0000";"201809"
"0415020034";"03";"0408060468";"03";"2";"0000";"201809"
"0415020034";"03";"0408060476";"03";"2";"0000";"201809"
"0415020034";"03";"0408060484";"03";"2";"0000";"201809"
"0415020034";"03";"0408060492";"03";"2";"0000";"201809"
"0415020034";"03";"0408060506";"03";"2";"0000";"201809"
"0415020034";"03";"0408060514";"03";"2";"0000";"201809"
"0415020034";"03";"0408060522";"03";"2";"0000";"201809"
"0415020034";"03";"0408060530";"03";"2";"0000";"201809"
"0415020034";"03";"0408060549";"03";"2";"0000";"201809"
"0415020034";"03";"0408060557";"03";"2";"0000";"201809"
"0415020034";"03";"0408060565";"03";"2";"0000";"201809"
"0415020034";"03";"0408060573";"03";"2";"0000";"201809"
"0415020034";"03";"0408060581";"03";"2";"0000";"201809"
"0415020034";"03";"0408060590";"03";"2";"0000";"201809"
"0415020034";"03";"0408060603";"03";"2";"0000";"201809"
"0415020034";"03";"0408060611";"03";"2";"0000";"201809"
"0415020034";"03";"0408060620";"03";"2";"0000";"201809"
"0415020034";"03";"0408060638";"03";"2";"0000";"201809"
"0415020034";"03";"0408060646";"03";"2";"0000";"201809"
"0415020034";"03";"0408060662";"03";"2";"0000";"201809"
"0415020034";"03";"0408060670";"03";"2";"0000";"201809"
"0415020034";"03";"0408060697";"03";"2";"0000";"201809"
"0415020034";"03";"0408060700";"03";"2";"0000";"201809"
"0415020034";"03";"0416010016";"03";"2";"0000";"201809"
"0415020034";"03";"0416010024";"03";"2";"0000";"201809"
"0415020034";"03";"0416010032";"03";"2";"0000";"201809"
"0415020034";"03";"0416010040";"03";"2";"0000";"201809"
"0415020034";"03";"0416010075";"03";"2";"0000";"201809"
"0415020034";"03";"0416010091";"03";"2";"0000";"201809"
"0415020034";"03";"0416010113";"03";"2";"0000";"201809"
"0415020034";"03";"0416010121";"03";"2";"0000";"201809"
"0415020034";"03";"0416010130";"03";"2";"0000";"201809"
"0415020034";"03";"0416010164";"03";"2";"0000";"201809"
"0415020034";"03";"0416010172";"03";"2";"0000";"201809"
"0415020034";"03";"0416010180";"03";"2";"0000";"201809"
"0415020034";"03";"0416010199";"03";"2";"0000";"201809"
"0415020034";"03";"0416010202";"03";"2";"0000";"201809"
"0415020034";"03";"0416010210";"03";"2";"0000";"201809"
"0415020034";"03";"0416010229";"03";"2";"0000";"201809"
"0415020034";"03";"0416020020";"03";"2";"0000";"201809"
"0415020034";"03";"0416020151";"03";"2";"0000";"201809"
"0415020034";"03";"0416020160";"03";"2";"0000";"201809"
"0415020034";"03";"0416020178";"03";"2";"0000";"201809"
"0415020034";"03";"0416020186";"03";"2";"0000";"201809"
"0415020034";"03";"0416020194";"03";"2";"0000";"201809"
"0415020034";"03";"0416020208";"03";"2";"0000";"201809"
"0415020034";"03";"0416020216";"03";"2";"0000";"201809"
"0415020034";"03";"0416020224";"03";"2";"0000";"201809"
"0415020034";"03";"0416020232";"03";"2";"0000";"201809"
"0415020034";"03";"0416020240";"03";"2";"0000";"201809"
"0415020034";"03";"0416020259";"03";"2";"0000";"201809"
"0415020034";"03";"0416030017";"03";"2";"0000";"201809"
"0415020034";"03";"0416030025";"03";"2";"0000";"201809"
"0415020034";"03";"0416030033";"03";"2";"0000";"201809"
"0415020034";"03";"0416030041";"03";"2";"0000";"201809"
"0415020034";"03";"0416030068";"03";"2";"0000";"201809"
"0415020034";"03";"0416030076";"03";"2";"0000";"201809"
"0415020034";"03";"0416030084";"03";"2";"0000";"201809"
"0415020034";"03";"0416030092";"03";"2";"0000";"201809"
"0415020034";"03";"0416030149";"03";"2";"0000";"201809"
"0415020034";"03";"0416030157";"03";"2";"0000";"201809"
"0415020034";"03";"0416030165";"03";"2";"0000";"201809"
"0415020034";"03";"0416030173";"03";"2";"0000";"201809"
"0415020034";"03";"0416030181";"03";"2";"0000";"201809"
"0415020034";"03";"0416030190";"03";"2";"0000";"201809"
"0415020034";"03";"0416030203";"03";"2";"0000";"201809"
"0415020034";"03";"0416030211";"03";"2";"0000";"201809"
"0415020034";"03";"0416030220";"03";"2";"0000";"201809"
"0415020034";"03";"0416030238";"03";"2";"0000";"201809"
"0415020034";"03";"0416030246";"03";"2";"0000";"201809"
"0415020034";"03";"0416030254";"03";"2";"0000";"201809"
"0415020034";"03";"0416030262";"03";"2";"0000";"201809"
"0415020034";"03";"0416030270";"03";"2";"0000";"201809"
"0415020034";"03";"0416030289";"03";"2";"0000";"201809"
"0415020034";"03";"0416030297";"03";"2";"0000";"201809"
"0415020034";"03";"0416030300";"03";"2";"0000";"201809"
"0415020034";"03";"0416030319";"03";"2";"0000";"201809"
"0415020034";"03";"0416030327";"03";"2";"0000";"201809"
